"REF_DATE","GEO","DGUID","First official language spoken","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Quebec","2016A000224","Official language minority","Number","Number","223","units ","0","v1043024700","6.6.1","994725","","","","0"
"2006","Ontario","2016A000235","Total, first official language spoken","Number","Number","223","units ","0","v1043024702","7.1.1","12028895","","","","0"
"2006","Ontario","2016A000235","French","Number","Number","223","units ","0","v1043024703","7.2.1","497150","","","","0"
"2006","Ontario","2016A000235","English","Number","Number","223","units ","0","v1043024704","7.3.1","11189935","","","","0"
"2006","Ontario","2016A000235","English and french","Number","Number","223","units ","0","v1043024705","7.4.1","80890","","","","0"
"2006","Ontario","2016A000235","Neither english nor French","Number","Number","223","units ","0","v1043024706","7.5.1","260925","","","","0"
"2006","Ontario","2016A000235","Official language minority","Number","Number","223","units ","0","v1043024707","7.6.1","537595","","","","0"
"2006","Manitoba","2016A000246","Total, first official language spoken","Number","Number","223","units ","0","v1043024709","8.1.1","1133515","","","","0"
"2006","Manitoba","2016A000246","French","Number","Number","223","units ","0","v1043024710","8.2.1","42130","","","","0"
"2006","Manitoba","2016A000246","English","Number","Number","223","units ","0","v1043024711","8.3.1","1079235","","","","0"
"2006","Manitoba","2016A000246","English and french","Number","Number","223","units ","0","v1043024712","8.4.1","1985","","","","0"
"2006","Manitoba","2016A000246","Neither english nor French","Number","Number","223","units ","0","v1043024713","8.5.1","10165","","","","0"
"2006","Manitoba","2016A000246","Official language minority","Number","Number","223","units ","0","v1043024714","8.6.1","43120","","","","0"
"2006","Saskatchewan ","2016A000247","Total, first official language spoken","Number","Number","223","units ","0","v1043024716","9.1.1","953850","","","","0"
"2006","Saskatchewan ","2016A000247","French","Number","Number","223","units ","0","v1043024717","9.2.1","14475","","","","0"
"2006","Saskatchewan ","2016A000247","English","Number","Number","223","units ","0","v1043024718","9.3.1","935495","","","","0"
"2006","Saskatchewan ","2016A000247","English and french","Number","Number","223","units ","0","v1043024719","9.4.1","745","","","","0"
"2006","Saskatchewan ","2016A000247","Neither english nor French","Number","Number","223","units ","0","v1043024720","9.5.1","3130","","","","0"
"2006","Saskatchewan ","2016A000247","Official language minority","Number","Number","223","units ","0","v1043024721","9.6.1","14850","","","","0"
"2006","Alberta","2016A000248","Total, first official language spoken","Number","Number","223","units ","0","v1043024723","10.1.1","3256355","","","","0"
"2006","Alberta","2016A000248","French","Number","Number","223","units ","0","v1043024724","10.2.1","58575","","","","0"
"2006","Alberta","2016A000248","English","Number","Number","223","units ","0","v1043024725","10.3.1","3150170","","","","0"
"2006","Alberta","2016A000248","English and french","Number","Number","223","units ","0","v1043024726","10.4.1","8420","","","","0"
"2006","Alberta","2016A000248","Neither english nor French","Number","Number","223","units ","0","v1043024727","10.5.1","39185","","","","0"
"2006","Alberta","2016A000248","Official language minority","Number","Number","223","units ","0","v1043024728","10.6.1","62790","","","","0"
"2006","British Columbia","2016A000259","Total, first official language spoken","Number","Number","223","units ","0","v1043024730","11.1.1","4074385","","","","0"
"2006","British Columbia","2016A000259","French","Number","Number","223","units ","0","v1043024731","11.2.1","53060","","","","0"
"2006","British Columbia","2016A000259","English","Number","Number","223","units ","0","v1043024732","11.3.1","3883215","","","","0"
"2006","British Columbia","2016A000259","English and french","Number","Number","223","units ","0","v1043024733","11.4.1","17350","","","","0"
"2006","British Columbia","2016A000259","Neither english nor French","Number","Number","223","units ","0","v1043024734","11.5.1","120760","","","","0"
"2006","British Columbia","2016A000259","Official language minority","Number","Number","223","units ","0","v1043024735","11.6.1","61735","","","","0"
"2006","Yukon","2016A000260","Total, first official language spoken","Number","Number","223","units ","0","v1043024737","12.1.1","30195","","","","0"
"2006","Yukon","2016A000260","French","Number","Number","223","units ","0","v1043024738","12.2.1","1120","","","","0"
"2006","Yukon","2016A000260","English","Number","Number","223","units ","0","v1043024739","12.3.1","28830","","","","0"
"2006","Yukon","2016A000260","English and french","Number","Number","223","units ","0","v1043024740","12.4.1","120","","","","0"
"2006","Yukon","2016A000260","Neither english nor French","Number","Number","223","units ","0","v1043024741","12.5.1","120","","","","0"
"2006","Yukon","2016A000260","Official language minority","Number","Number","223","units ","0","v1043024742","12.6.1","1185","","","","0"
"2006","Northwest Territories","2016A000261","Total, first official language spoken","Number","Number","223","units ","0","v1043024751","14.1.1","41055","","","","0"
"2006","Northwest Territories","2016A000261","French","Number","Number","223","units ","0","v1043024752","14.2.1","950","","","","0"
"2006","Northwest Territories","2016A000261","English","Number","Number","223","units ","0","v1043024753","14.3.1","39670","","","","0"
"2006","Northwest Territories","2016A000261","English and french","Number","Number","223","units ","0","v1043024754","14.4.1","110","","","","0"
"2006","Northwest Territories","2016A000261","Neither english nor French","Number","Number","223","units ","0","v1043024755","14.5.1","320","","","","0"
"2006","Northwest Territories","2016A000261","Official language minority","Number","Number","223","units ","0","v1043024756","14.6.1","1005","","","","0"
"2006","Nunavut","2016A000262","Total, first official language spoken","Number","Number","223","units ","0","v1043024758","15.1.1","29325","","","","0"
"2006","Nunavut","2016A000262","French","Number","Number","223","units ","0","v1043024759","15.2.1","385","","","","0"
"2006","Nunavut","2016A000262","English","Number","Number","223","units ","0","v1043024760","15.3.1","26570","","","","0"
"2006","Nunavut","2016A000262","English and french","Number","Number","223","units ","0","v1043024761","15.4.1","80","","","","0"
"2006","Nunavut","2016A000262","Neither english nor French","Number","Number","223","units ","0","v1043024762","15.5.1","2290","","","","0"
"2006","Nunavut","2016A000262","Official language minority","Number","Number","223","units ","0","v1043024763","15.6.1","425","","","","0"
"2006","Canada outside Quebec","","Total, first official language spoken","Number","Number","223","units ","0","v1043024765","16.1.1","23805125","","","","0"
"2006","Canada outside Quebec","","French","Number","Number","223","units ","0","v1043024766","16.2.1","940445","","","","0"
"2006","Canada outside Quebec","","English","Number","Number","223","units ","0","v1043024767","16.3.1","22311645","","","","0"
"2006","Canada outside Quebec","","English and french","Number","Number","223","units ","0","v1043024768","16.4.1","113370","","","","0"
"2006","Canada outside Quebec","","Neither english nor French","Number","Number","223","units ","0","v1043024769","16.5.1","439665","","","","0"
"2006","Canada outside Quebec","","Official language minority","Number","Number","223","units ","0","v1043024770","16.6.1","997125","","","","0"
"2011","Canada","2016A000011124","Total, first official language spoken","Number","Number","223","units ","0","v1043024660","1.1.1","33121175","","","","0"
"2011","Canada","2016A000011124","French","Number","Number","223","units ","0","v1043024661","1.2.1","7507890","","","","0"
"2011","Canada","2016A000011124","English","Number","Number","223","units ","0","v1043024662","1.3.1","24662895","","","","0"
"2011","Canada","2016A000011124","English and french","Number","Number","223","units ","0","v1043024663","1.4.1","367635","","","","0"
"2011","Canada","2016A000011124","Neither english nor French","Number","Number","223","units ","0","v1043024664","1.5.1","582755","","","","0"
"2011","Canada","2016A000011124","Official language minority","Number","Number","223","units ","0","v1043024665","1.6.1","7691705","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Total, first official language spoken","Number","Number","223","units ","0","v1043024667","2.1.1","509950","","","","0"
"2011","Newfoundland and Labrador","2016A000210","French","Number","Number","223","units ","0","v1043024668","2.2.1","1995","","","","0"
"2011","Newfoundland and Labrador","2016A000210","English","Number","Number","223","units ","0","v1043024669","2.3.1","507200","","","","0"
"2011","Newfoundland and Labrador","2016A000210","English and french","Number","Number","223","units ","0","v1043024670","2.4.1","210","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Neither english nor French","Number","Number","223","units ","0","v1043024671","2.5.1","550","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Official language minority","Number","Number","223","units ","0","v1043024672","2.6.1","2095","","","","0"
"2011","Prince Edward Island","2016A000211","Total, first official language spoken","Number","Number","223","units ","0","v1043024674","3.1.1","138435","","","","0"
"2011","Prince Edward Island","2016A000211","French","Number","Number","223","units ","0","v1043024675","3.2.1","4715","","","","0"
"2011","Prince Edward Island","2016A000211","English","Number","Number","223","units ","0","v1043024676","3.3.1","132855","","","","0"
"2011","Prince Edward Island","2016A000211","English and french","Number","Number","223","units ","0","v1043024677","3.4.1","185","","","","0"
"2011","Prince Edward Island","2016A000211","Neither english nor French","Number","Number","223","units ","0","v1043024678","3.5.1","675","","","","0"
"2011","Prince Edward Island","2016A000211","Official language minority","Number","Number","223","units ","0","v1043024679","3.6.1","4810","","","","0"
"2011","Nova Scotia","2016A000212","Total, first official language spoken","Number","Number","223","units ","0","v1043024681","4.1.1","910620","","","","0"
"2011","Nova Scotia","2016A000212","French","Number","Number","223","units ","0","v1043024682","4.2.1","29550","","","","0"
"2011","Nova Scotia","2016A000212","English","Number","Number","223","units ","0","v1043024683","4.3.1","877990","","","","0"
"2011","Nova Scotia","2016A000212","English and french","Number","Number","223","units ","0","v1043024684","4.4.1","1560","","","","0"
"2011","Nova Scotia","2016A000212","Neither english nor French","Number","Number","223","units ","0","v1043024685","4.5.1","1515","","","","0"
"2011","Nova Scotia","2016A000212","Official language minority","Number","Number","223","units ","0","v1043024686","4.6.1","30330","","","","0"
"2011","New Brunswick","2016A000213","Total, first official language spoken","Number","Number","223","units ","0","v1043024688","5.1.1","739895","","","","0"
"2011","New Brunswick","2016A000213","French","Number","Number","223","units ","0","v1043024689","5.2.1","234410","","","","0"
"2011","New Brunswick","2016A000213","English","Number","Number","223","units ","0","v1043024690","5.3.1","502040","","","","0"
"2011","New Brunswick","2016A000213","English and french","Number","Number","223","units ","0","v1043024691","5.4.1","2575","","","","0"
"2011","New Brunswick","2016A000213","Neither english nor French","Number","Number","223","units ","0","v1043024692","5.5.1","870","","","","0"
"2011","New Brunswick","2016A000213","Official language minority","Number","Number","223","units ","0","v1043024693","5.6.1","235700","","","","0"
"2011","Quebec","2016A000224","Total, first official language spoken","Number","Number","223","units ","0","v1043024695","6.1.1","7815955","","","","0"
"2011","Quebec","2016A000224","French","Number","Number","223","units ","0","v1043024696","6.2.1","6561510","","","","0"
"2011","Quebec","2016A000224","English","Number","Number","223","units ","0","v1043024697","6.3.1","935635","","","","0"
"2011","Quebec","2016A000224","English and french","Number","Number","223","units ","0","v1043024698","6.4.1","245230","","","","0"
"2011","Quebec","2016A000224","Neither english nor French","Number","Number","223","units ","0","v1043024699","6.5.1","73580","","","","0"
"2011","Quebec","2016A000224","Official language minority","Number","Number","223","units ","0","v1043024700","6.6.1","1058250","","","","0"
"2011","Ontario","2016A000235","Total, first official language spoken","Number","Number","223","units ","0","v1043024702","7.1.1","12722065","","","","0"
"2011","Ontario","2016A000235","French","Number","Number","223","units ","0","v1043024703","7.2.1","500275","","","","0"
"2011","Ontario","2016A000235","English","Number","Number","223","units ","0","v1043024704","7.3.1","11844580","","","","0"
"2011","Ontario","2016A000235","English and french","Number","Number","223","units ","0","v1043024705","7.4.1","84230","","","","0"
"2011","Ontario","2016A000235","Neither english nor French","Number","Number","223","units ","0","v1043024706","7.5.1","292980","","","","0"
"2011","Ontario","2016A000235","Official language minority","Number","Number","223","units ","0","v1043024707","7.6.1","542390","","","","0"
"2011","Manitoba","2016A000246","Total, first official language spoken","Number","Number","223","units ","0","v1043024709","8.1.1","1193095","","","","0"
"2011","Manitoba","2016A000246","French","Number","Number","223","units ","0","v1043024710","8.2.1","39995","","","","0"
"2011","Manitoba","2016A000246","English","Number","Number","223","units ","0","v1043024711","8.3.1","1136685","","","","0"
"2011","Manitoba","2016A000246","English and french","Number","Number","223","units ","0","v1043024712","8.4.1","2740","","","","0"
"2011","Manitoba","2016A000246","Neither english nor French","Number","Number","223","units ","0","v1043024713","8.5.1","13670","","","","0"
"2011","Manitoba","2016A000246","Official language minority","Number","Number","223","units ","0","v1043024714","8.6.1","41365","","","","0"
"2011","Saskatchewan ","2016A000247","Total, first official language spoken","Number","Number","223","units ","0","v1043024716","9.1.1","1018310","","","","0"
"2011","Saskatchewan ","2016A000247","French","Number","Number","223","units ","0","v1043024717","9.2.1","13710","","","","0"
"2011","Saskatchewan ","2016A000247","English","Number","Number","223","units ","0","v1043024718","9.3.1","998300","","","","0"
"2011","Saskatchewan ","2016A000247","English and french","Number","Number","223","units ","0","v1043024719","9.4.1","1160","","","","0"
"2011","Saskatchewan ","2016A000247","Neither english nor French","Number","Number","223","units ","0","v1043024720","9.5.1","5145","","","","0"
"2011","Saskatchewan ","2016A000247","Official language minority","Number","Number","223","units ","0","v1043024721","9.6.1","14290","","","","0"
"2011","Alberta","2016A000248","Total, first official language spoken","Number","Number","223","units ","0","v1043024723","10.1.1","3610185","","","","0"
"2011","Alberta","2016A000248","French","Number","Number","223","units ","0","v1043024724","10.2.1","65105","","","","0"
"2011","Alberta","2016A000248","English","Number","Number","223","units ","0","v1043024725","10.3.1","3484240","","","","0"
"2011","Alberta","2016A000248","English and french","Number","Number","223","units ","0","v1043024726","10.4.1","12530","","","","0"
"2011","Alberta","2016A000248","Neither english nor French","Number","Number","223","units ","0","v1043024727","10.5.1","48310","","","","0"
"2011","Alberta","2016A000248","Official language minority","Number","Number","223","units ","0","v1043024728","10.6.1","71370","","","","0"
"2011","British Columbia","2016A000259","Total, first official language spoken","Number","Number","223","units ","0","v1043024730","11.1.1","4356205","","","","0"
"2011","British Columbia","2016A000259","French","Number","Number","223","units ","0","v1043024731","11.2.1","53725","","","","0"
"2011","British Columbia","2016A000259","English","Number","Number","223","units ","0","v1043024732","11.3.1","4143245","","","","0"
"2011","British Columbia","2016A000259","English and french","Number","Number","223","units ","0","v1043024733","11.4.1","16935","","","","0"
"2011","British Columbia","2016A000259","Neither english nor French","Number","Number","223","units ","0","v1043024734","11.5.1","142300","","","","0"
"2011","British Columbia","2016A000259","Official language minority","Number","Number","223","units ","0","v1043024735","11.6.1","62190","","","","0"
"2011","Yukon","2016A000260","Total, first official language spoken","Number","Number","223","units ","0","v1043024737","12.1.1","33655","","","","0"
"2011","Yukon","2016A000260","French","Number","Number","223","units ","0","v1043024738","12.2.1","1420","","","","0"
"2011","Yukon","2016A000260","English","Number","Number","223","units ","0","v1043024739","12.3.1","32015","","","","0"
"2011","Yukon","2016A000260","English and french","Number","Number","223","units ","0","v1043024740","12.4.1","125","","","","0"
"2011","Yukon","2016A000260","Neither english nor French","Number","Number","223","units ","0","v1043024741","12.5.1","95","","","","0"
"2011","Yukon","2016A000260","Official language minority","Number","Number","223","units ","0","v1043024742","12.6.1","1485","","","","0"
"2011","Northwest Territories","2016A000261","Total, first official language spoken","Number","Number","223","units ","0","v1043024751","14.1.1","41040","","","","0"
"2011","Northwest Territories","2016A000261","French","Number","Number","223","units ","0","v1043024752","14.2.1","1030","","","","0"
"2011","Northwest Territories","2016A000261","English","Number","Number","223","units ","0","v1043024753","14.3.1","39680","","","","0"
"2011","Northwest Territories","2016A000261","English and french","Number","Number","223","units ","0","v1043024754","14.4.1","100","","","","0"
"2011","Northwest Territories","2016A000261","Neither english nor French","Number","Number","223","units ","0","v1043024755","14.5.1","225","","","","0"
"2011","Northwest Territories","2016A000261","Official language minority","Number","Number","223","units ","0","v1043024756","14.6.1","1080","","","","0"
"2011","Nunavut","2016A000262","Total, first official language spoken","Number","Number","223","units ","0","v1043024758","15.1.1","31765","","","","0"
"2011","Nunavut","2016A000262","French","Number","Number","223","units ","0","v1043024759","15.2.1","450","","","","0"
"2011","Nunavut","2016A000262","English","Number","Number","223","units ","0","v1043024760","15.3.1","28425","","","","0"
"2011","Nunavut","2016A000262","English and french","Number","Number","223","units ","0","v1043024761","15.4.1","50","","","","0"
"2011","Nunavut","2016A000262","Neither english nor French","Number","Number","223","units ","0","v1043024762","15.5.1","2840","","","","0"
"2011","Nunavut","2016A000262","Official language minority","Number","Number","223","units ","0","v1043024763","15.6.1","475","","","","0"
"2011","Canada outside Quebec","","Total, first official language spoken","Number","Number","223","units ","0","v1043024765","16.1.1","25305220","","","","0"
"2011","Canada outside Quebec","","French","Number","Number","223","units ","0","v1043024766","16.2.1","946375","","","","0"
"2011","Canada outside Quebec","","English","Number","Number","223","units ","0","v1043024767","16.3.1","23727260","","","","0"
"2011","Canada outside Quebec","","English and french","Number","Number","223","units ","0","v1043024768","16.4.1","122405","","","","0"
"2011","Canada outside Quebec","","Neither english nor French","Number","Number","223","units ","0","v1043024769","16.5.1","509180","","","","0"
"2011","Canada outside Quebec","","Official language minority","Number","Number","223","units ","0","v1043024770","16.6.1","1007580","","","","0"
"2016","Canada","2016A000011124","Total, first official language spoken","Number","Number","223","units ","0","v1043024660","1.1.1","34767250","","","","0"
"2016","Canada","2016A000011124","French","Number","Number","223","units ","0","v1043024661","1.2.1","7705755","","","","0"
"2016","Canada","2016A000011124","English","Number","Number","223","units ","0","v1043024662","1.3.1","26007500","","","","0"
"2016","Canada","2016A000011124","English and french","Number","Number","223","units ","0","v1043024663","1.4.1","417485","","","","0"
"2016","Canada","2016A000011124","Neither english nor French","Number","Number","223","units ","0","v1043024664","1.5.1","636515","","","","0"
"2016","Canada","2016A000011124","Official language minority","Number","Number","223","units ","0","v1043024665","1.6.1","7914500","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, first official language spoken","Number","Number","223","units ","0","v1043024667","2.1.1","515680","","","","0"
"2016","Newfoundland and Labrador","2016A000210","French","Number","Number","223","units ","0","v1043024668","2.2.1","2255","","","","0"
"2016","Newfoundland and Labrador","2016A000210","English","Number","Number","223","units ","0","v1043024669","2.3.1","512350","","","","0"
"2016","Newfoundland and Labrador","2016A000210","English and french","Number","Number","223","units ","0","v1043024670","2.4.1","350","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Neither english nor French","Number","Number","223","units ","0","v1043024671","2.5.1","725","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Official language minority","Number","Number","223","units ","0","v1043024672","2.6.1","2430","","","","0"
"2016","Prince Edward Island","2016A000211","Total, first official language spoken","Number","Number","223","units ","0","v1043024674","3.1.1","141020","","","","0"
"2016","Prince Edward Island","2016A000211","French","Number","Number","223","units ","0","v1043024675","3.2.1","4550","","","","0"
"2016","Prince Edward Island","2016A000211","English","Number","Number","223","units ","0","v1043024676","3.3.1","135015","","","","0"
"2016","Prince Edward Island","2016A000211","English and french","Number","Number","223","units ","0","v1043024677","3.4.1","235","","","","0"
"2016","Prince Edward Island","2016A000211","Neither english nor French","Number","Number","223","units ","0","v1043024678","3.5.1","1220","","","","0"
"2016","Prince Edward Island","2016A000211","Official language minority","Number","Number","223","units ","0","v1043024679","3.6.1","4670","","","","0"
"2016","Nova Scotia","2016A000212","Total, first official language spoken","Number","Number","223","units ","0","v1043024681","4.1.1","912300","","","","0"
"2016","Nova Scotia","2016A000212","French","Number","Number","223","units ","0","v1043024682","4.2.1","28490","","","","0"
"2016","Nova Scotia","2016A000212","English","Number","Number","223","units ","0","v1043024683","4.3.1","879465","","","","0"
"2016","Nova Scotia","2016A000212","English and french","Number","Number","223","units ","0","v1043024684","4.4.1","1760","","","","0"
"2016","Nova Scotia","2016A000212","Neither english nor French","Number","Number","223","units ","0","v1043024685","4.5.1","2585","","","","0"
"2016","Nova Scotia","2016A000212","Official language minority","Number","Number","223","units ","0","v1043024686","4.6.1","29370","","","","0"
"2016","New Brunswick","2016A000213","Total, first official language spoken","Number","Number","223","units ","0","v1043024688","5.1.1","736285","","","","0"
"2016","New Brunswick","2016A000213","French","Number","Number","223","units ","0","v1043024689","5.2.1","232450","","","","0"
"2016","New Brunswick","2016A000213","English","Number","Number","223","units ","0","v1043024690","5.3.1","498365","","","","0"
"2016","New Brunswick","2016A000213","English and french","Number","Number","223","units ","0","v1043024691","5.4.1","3210","","","","0"
"2016","New Brunswick","2016A000213","Neither english nor French","Number","Number","223","units ","0","v1043024692","5.5.1","2255","","","","0"
"2016","New Brunswick","2016A000213","Official language minority","Number","Number","223","units ","0","v1043024693","5.6.1","234055","","","","0"
"2016","Quebec","2016A000224","Total, first official language spoken","Number","Number","223","units ","0","v1043024695","6.1.1","8066555","","","","0"
"2016","Quebec","2016A000224","French","Number","Number","223","units ","0","v1043024696","6.2.1","6750945","","","","0"
"2016","Quebec","2016A000224","English","Number","Number","223","units ","0","v1043024697","6.3.1","964125","","","","0"
"2016","Quebec","2016A000224","English and french","Number","Number","223","units ","0","v1043024698","6.4.1","278710","","","","0"
"2016","Quebec","2016A000224","Neither english nor French","Number","Number","223","units ","0","v1043024699","6.5.1","72775","","","","0"
"2016","Quebec","2016A000224","Official language minority","Number","Number","223","units ","0","v1043024700","6.6.1","1103480","","","","0"
"2016","Ontario","2016A000235","Total, first official language spoken","Number","Number","223","units ","0","v1043024702","7.1.1","13312870","","","","0"
"2016","Ontario","2016A000235","French","Number","Number","223","units ","0","v1043024703","7.2.1","504130","","","","0"
"2016","Ontario","2016A000235","English","Number","Number","223","units ","0","v1043024704","7.3.1","12394320","","","","0"
"2016","Ontario","2016A000235","English and french","Number","Number","223","units ","0","v1043024705","7.4.1","92940","","","","0"
"2016","Ontario","2016A000235","Neither english nor French","Number","Number","223","units ","0","v1043024706","7.5.1","321475","","","","0"
"2016","Ontario","2016A000235","Official language minority","Number","Number","223","units ","0","v1043024707","7.6.1","550600","","","","0"
"2016","Manitoba","2016A000246","Total, first official language spoken","Number","Number","223","units ","0","v1043024709","8.1.1","1261620","","","","0"
"2016","Manitoba","2016A000246","French","Number","Number","223","units ","0","v1043024710","8.2.1","39205","","","","0"
"2016","Manitoba","2016A000246","English","Number","Number","223","units ","0","v1043024711","8.3.1","1203025","","","","0"
"2016","Manitoba","2016A000246","English and french","Number","Number","223","units ","0","v1043024712","8.4.1","3545","","","","0"
"2016","Manitoba","2016A000246","Neither english nor French","Number","Number","223","units ","0","v1043024713","8.5.1","15845","","","","0"
"2016","Manitoba","2016A000246","Official language minority","Number","Number","223","units ","0","v1043024714","8.6.1","40980","","","","0"
"2016","Saskatchewan ","2016A000247","Total, first official language spoken","Number","Number","223","units ","0","v1043024716","9.1.1","1083240","","","","0"
"2016","Saskatchewan ","2016A000247","French","Number","Number","223","units ","0","v1043024717","9.2.1","13555","","","","0"
"2016","Saskatchewan ","2016A000247","English","Number","Number","223","units ","0","v1043024718","9.3.1","1060230","","","","0"
"2016","Saskatchewan ","2016A000247","English and french","Number","Number","223","units ","0","v1043024719","9.4.1","1770","","","","0"
"2016","Saskatchewan ","2016A000247","Neither english nor French","Number","Number","223","units ","0","v1043024720","9.5.1","7685","","","","0"
"2016","Saskatchewan ","2016A000247","Official language minority","Number","Number","223","units ","0","v1043024721","9.6.1","14440","","","","0"
"2016","Alberta","2016A000248","Total, first official language spoken","Number","Number","223","units ","0","v1043024723","10.1.1","4026650","","","","0"
"2016","Alberta","2016A000248","French","Number","Number","223","units ","0","v1043024724","10.2.1","71535","","","","0"
"2016","Alberta","2016A000248","English","Number","Number","223","units ","0","v1043024725","10.3.1","3880680","","","","0"
"2016","Alberta","2016A000248","English and french","Number","Number","223","units ","0","v1043024726","10.4.1","16605","","","","0"
"2016","Alberta","2016A000248","Neither english nor French","Number","Number","223","units ","0","v1043024727","10.5.1","57830","","","","0"
"2016","Alberta","2016A000248","Official language minority","Number","Number","223","units ","0","v1043024728","10.6.1","79840","","","","0"
"2016","British Columbia","2016A000259","Total, first official language spoken","Number","Number","223","units ","0","v1043024730","11.1.1","4598415","","","","0"
"2016","British Columbia","2016A000259","French","Number","Number","223","units ","0","v1043024731","11.2.1","55320","","","","0"
"2016","British Columbia","2016A000259","English","Number","Number","223","units ","0","v1043024732","11.3.1","4373335","","","","0"
"2016","British Columbia","2016A000259","English and french","Number","Number","223","units ","0","v1043024733","11.4.1","18000","","","","0"
"2016","British Columbia","2016A000259","Neither english nor French","Number","Number","223","units ","0","v1043024734","11.5.1","151760","","","","0"
"2016","British Columbia","2016A000259","Official language minority","Number","Number","223","units ","0","v1043024735","11.6.1","64320","","","","0"
"2016","Yukon","2016A000260","Total, first official language spoken","Number","Number","223","units ","0","v1043024737","12.1.1","35560","","","","0"
"2016","Yukon","2016A000260","French","Number","Number","223","units ","0","v1043024738","12.2.1","1575","","","","0"
"2016","Yukon","2016A000260","English","Number","Number","223","units ","0","v1043024739","12.3.1","33725","","","","0"
"2016","Yukon","2016A000260","English and french","Number","Number","223","units ","0","v1043024740","12.4.1","125","","","","0"
"2016","Yukon","2016A000260","Neither english nor French","Number","Number","223","units ","0","v1043024741","12.5.1","135","","","","0"
"2016","Yukon","2016A000260","Official language minority","Number","Number","223","units ","0","v1043024742","12.6.1","1640","","","","0"
"2016","Northwest Territories","2016A000261","Total, first official language spoken","Number","Number","223","units ","0","v1043024751","14.1.1","41380","","","","0"
"2016","Northwest Territories","2016A000261","French","Number","Number","223","units ","0","v1043024752","14.2.1","1165","","","","0"
"2016","Northwest Territories","2016A000261","English","Number","Number","223","units ","0","v1043024753","14.3.1","39875","","","","0"
"2016","Northwest Territories","2016A000261","English and french","Number","Number","223","units ","0","v1043024754","14.4.1","150","","","","0"
"2016","Northwest Territories","2016A000261","Neither english nor French","Number","Number","223","units ","0","v1043024755","14.5.1","195","","","","0"
"2016","Northwest Territories","2016A000261","Official language minority","Number","Number","223","units ","0","v1043024756","14.6.1","1240","","","","0"
"2016","Nunavut","2016A000262","Total, first official language spoken","Number","Number","223","units ","0","v1043024758","15.1.1","35690","","","","0"
"2016","Nunavut","2016A000262","French","Number","Number","223","units ","0","v1043024759","15.2.1","585","","","","0"
"2016","Nunavut","2016A000262","English","Number","Number","223","units ","0","v1043024760","15.3.1","32995","","","","0"
"2016","Nunavut","2016A000262","English and french","Number","Number","223","units ","0","v1043024761","15.4.1","90","","","","0"
"2016","Nunavut","2016A000262","Neither english nor French","Number","Number","223","units ","0","v1043024762","15.5.1","2025","","","","0"
"2016","Nunavut","2016A000262","Official language minority","Number","Number","223","units ","0","v1043024763","15.6.1","630","","","","0"
"2016","Canada outside Quebec","","Total, first official language spoken","Number","Number","223","units ","0","v1043024765","16.1.1","26700695","","","","0"
"2016","Canada outside Quebec","","French","Number","Number","223","units ","0","v1043024766","16.2.1","954810","","","","0"
"2016","Canada outside Quebec","","English","Number","Number","223","units ","0","v1043024767","16.3.1","25043375","","","","0"
"2016","Canada outside Quebec","","English and french","Number","Number","223","units ","0","v1043024768","16.4.1","138775","","","","0"
"2016","Canada outside Quebec","","Neither english nor French","Number","Number","223","units ","0","v1043024769","16.5.1","563740","","","","0"
"2016","Canada outside Quebec","","Official language minority","Number","Number","223","units ","0","v1043024770","16.6.1","1024200","","","","0"
